"","decision","company_name","prob"
"25512",1,"25512",0.142
"25513",0,"25513",0.004
"25514",0,"25514",0.025
"25515",1,"25515",0.123
"25516",1,"25516",0.227
"25517",0,"25517",0.089
"25518",0,"25518",0.076
"25519",1,"25519",0.321
"25520",0,"25520",0.007
"25521",0,"25521",0.001
"25522",1,"25522",0.334
"25523",0,"25523",0.009
"25524",1,"25524",0.098
"25525",0,"25525",0.037
"25526",0,"25526",0.017
"25527",1,"25527",0.119
"25528",0,"25528",0.004
"25529",1,"25529",0.281
"25530",1,"25530",0.46
"25531",0,"25531",0.048
"25532",0,"25532",0.027
"25533",0,"25533",0.051
"25534",0,"25534",0.013
"25535",0,"25535",0.053
"25536",1,"25536",0.105
"25537",0,"25537",0.01
"25538",0,"25538",0.016
"25539",1,"25539",0.225
"25540",0,"25540",0.007
"25541",0,"25541",0.001
"25542",0,"25542",0.012
"25543",0,"25543",0.031
"25544",1,"25544",0.693
"25545",0,"25545",0.009
"25546",1,"25546",0.225
"25547",0,"25547",0.075
"25548",0,"25548",0.003
"25549",1,"25549",0.238
"25550",0,"25550",0.068
"25551",0,"25551",0.06
"25552",0,"25552",0.022
"25553",0,"25553",0.029
"25554",0,"25554",0.008
"25555",0,"25555",0.002
"25556",0,"25556",0.012
"25557",0,"25557",0.01
"25558",0,"25558",0.087
"25559",0,"25559",0.041
"25560",1,"25560",0.482
"25561",0,"25561",0.017
"25562",1,"25562",0.113
"25563",0,"25563",0.009
"25564",0,"25564",0.04
"25565",0,"25565",0.02
"25566",0,"25566",0.066
"25567",0,"25567",0.013
"25568",0,"25568",0.048
"25569",1,"25569",0.135
"25570",0,"25570",0.047
"25571",0,"25571",0.077
"25572",0,"25572",0.017
"25573",0,"25573",0.004
"25574",0,"25574",0.045
"25575",1,"25575",0.132
"25576",1,"25576",0.214
"25577",0,"25577",0.026
"25578",0,"25578",0.003
"25579",1,"25579",0.166
"25580",0,"25580",0.015
"25581",0,"25581",0.068
"25582",0,"25582",0.032
"25583",1,"25583",0.217
"25584",1,"25584",0.132
"25585",0,"25585",0.056
"25586",0,"25586",0
"25587",0,"25587",0.094
"25588",1,"25588",0.208
"25589",0,"25589",0.065
"25590",0,"25590",0.05
"25591",0,"25591",0
"25592",0,"25592",0.023
"25593",0,"25593",0.015
"25594",0,"25594",0.049
"25595",0,"25595",0.005
"25596",0,"25596",0.049
"25597",1,"25597",0.169
"25598",0,"25598",0.009
"25599",0,"25599",0.036
"25600",0,"25600",0.001
"25601",0,"25601",0.004
"25602",0,"25602",0.072
"25603",1,"25603",0.167
"25604",0,"25604",0.008
"25605",1,"25605",0.107
"25606",0,"25606",0.042
"25607",0,"25607",0.011
"25608",0,"25608",0.015
"25609",0,"25609",0.053
"25610",1,"25610",0.176
"25611",0,"25611",0.005
"25612",0,"25612",0
"25613",0,"25613",0.076
"25614",0,"25614",0.03
"25615",1,"25615",0.21
"25616",0,"25616",0.063
"25617",1,"25617",0.423
"25618",0,"25618",0.011
"25619",0,"25619",0.034
"25620",1,"25620",0.247
"25621",1,"25621",0.276
"25622",0,"25622",0.005
"25623",0,"25623",0.077
"25624",0,"25624",0.028
"25625",0,"25625",0.059
"25626",0,"25626",0.019
"25627",0,"25627",0.019
"25628",0,"25628",0.083
"25629",0,"25629",0.039
"25630",0,"25630",0.021
"25631",1,"25631",0.129
"25632",1,"25632",0.192
"25633",0,"25633",0.09
"25634",1,"25634",0.123
"25635",1,"25635",0.155
"25636",0,"25636",0.088
"25637",0,"25637",0.026
"25638",0,"25638",0.026
"25639",0,"25639",0.036
"25640",0,"25640",0.003
"25641",0,"25641",0.002
"25642",0,"25642",0.015
"25643",0,"25643",0.005
"25644",0,"25644",0.034
"25645",0,"25645",0.039
"25646",0,"25646",0.024
"25647",0,"25647",0.056
"25648",1,"25648",0.316
"25649",0,"25649",0.04
"25650",1,"25650",0.226
"25651",0,"25651",0.007
"25652",0,"25652",0.003
"25653",0,"25653",0.002
"25654",1,"25654",0.345
"25655",0,"25655",0.037
"25656",0,"25656",0.058
"25657",0,"25657",0.024
"25658",0,"25658",0.005
"25659",1,"25659",0.291
"25660",0,"25660",0.027
"25661",0,"25661",0.011
"25662",1,"25662",0.402
"25663",0,"25663",0.051
"25664",0,"25664",0.079
"25665",0,"25665",0.015
"25666",0,"25666",0.004
"25667",1,"25667",0.266
"25668",0,"25668",0.018
"25669",1,"25669",0.109
"25670",0,"25670",0.021
"25671",0,"25671",0.016
"25672",0,"25672",0
"25673",0,"25673",0.076
"25674",0,"25674",0.025
"25675",0,"25675",0.047
"25676",0,"25676",0.011
"25677",0,"25677",0.005
"25678",1,"25678",0.572
"25679",1,"25679",0.191
"25680",1,"25680",0.448
"25681",0,"25681",0.065
"25682",0,"25682",0
"25683",0,"25683",0.055
"25684",0,"25684",0.061
"25685",0,"25685",0.06
"25686",1,"25686",0.59
"25687",1,"25687",0.129
"25688",0,"25688",0.021
"25689",1,"25689",0.185
"25690",1,"25690",0.213
"25691",0,"25691",0.008
"25692",0,"25692",0.028
"25693",0,"25693",0.012
"25694",0,"25694",0.009
"25695",0,"25695",0
"25696",1,"25696",0.183
"25697",0,"25697",0.038
"25698",1,"25698",0.111
"25699",0,"25699",0.006
"25700",0,"25700",0.02
"25701",1,"25701",0.224
"25702",0,"25702",0.075
"25703",0,"25703",0.006
"25704",0,"25704",0.007
"25705",0,"25705",0.007
"25706",1,"25706",0.584
"25707",0,"25707",0.026
"25708",1,"25708",0.103
"25709",1,"25709",0.148
"25710",1,"25710",0.299
"25711",0,"25711",0.045
"25712",0,"25712",0.045
"25713",0,"25713",0.011
"25714",1,"25714",0.119
"25715",0,"25715",0.013
"25716",0,"25716",0.002
"25717",0,"25717",0.014
"25718",0,"25718",0.038
"25719",0,"25719",0.008
"25720",0,"25720",0.014
"25721",1,"25721",0.34
"25722",0,"25722",0.043
"25723",1,"25723",0.165
"25724",0,"25724",0.092
"25725",0,"25725",0.048
"25726",1,"25726",0.105
"25727",1,"25727",0.117
"25728",1,"25728",0.187
"25729",1,"25729",0.313
"25730",0,"25730",0.039
"25731",0,"25731",0.022
"25732",1,"25732",0.423
"25733",0,"25733",0.089
"25734",0,"25734",0.008
"25735",0,"25735",0.002
"25736",0,"25736",0.019
"25737",0,"25737",0.035
"25738",1,"25738",0.393
"25739",0,"25739",0.026
"25740",0,"25740",0.023
"25741",1,"25741",0.107
"25742",0,"25742",0.058
"25743",0,"25743",0.008
"25744",1,"25744",0.167
"25745",0,"25745",0.002
"25746",0,"25746",0.06
"25747",0,"25747",0.065
"25748",0,"25748",0.003
"25749",0,"25749",0.013
"25750",0,"25750",0.023
"25751",0,"25751",0.015
"25752",0,"25752",0.001
"25753",1,"25753",0.27
"25754",0,"25754",0.004
"25755",0,"25755",0.048
"25756",0,"25756",0.005
"25757",0,"25757",0.021
"25758",0,"25758",0.064
"25759",1,"25759",0.181
"25760",1,"25760",0.272
"25761",1,"25761",0.133
"25762",0,"25762",0.059
"25763",1,"25763",0.15
"25764",0,"25764",0.065
"25765",0,"25765",0.016
"25766",1,"25766",0.139
"25767",0,"25767",0.086
"25768",0,"25768",0.016
"25769",0,"25769",0.084
"25770",0,"25770",0.036
"25771",0,"25771",0.041
"25772",1,"25772",0.144
"25773",0,"25773",0.028
"25774",0,"25774",0.03
"25775",0,"25775",0.003
"25776",1,"25776",0.556
"25777",0,"25777",0.041
"25778",1,"25778",0.188
"25779",1,"25779",0.163
"25780",0,"25780",0.014
"25781",0,"25781",0.017
"25782",0,"25782",0.007
"25783",0,"25783",0.004
"25784",1,"25784",0.479
"25785",0,"25785",0.083
"25786",1,"25786",0.204
"25787",0,"25787",0.048
"25788",0,"25788",0.007
"25789",1,"25789",0.322
"25790",0,"25790",0.013
"25791",1,"25791",0.114
"25792",1,"25792",0.158
"25793",0,"25793",0.077
"25794",0,"25794",0.046
"25795",0,"25795",0.031
"25796",0,"25796",0.006
"25797",0,"25797",0.006
"25798",1,"25798",0.177
"25799",0,"25799",0.071
"25800",1,"25800",0.162
"25801",1,"25801",0.187
"25802",0,"25802",0.066
"25803",0,"25803",0.042
"25804",0,"25804",0.055
"25805",1,"25805",0.169
"25806",0,"25806",0.035
"25807",0,"25807",0.007
"25808",0,"25808",0.021
"25809",0,"25809",0.025
"25810",0,"25810",0.09
"25811",1,"25811",0.126
"25812",0,"25812",0.058
"25813",0,"25813",0.028
"25814",0,"25814",0.017
"25815",1,"25815",0.181
"25816",0,"25816",0.028
"25817",1,"25817",0.675
"25818",1,"25818",0.134
"25819",0,"25819",0.004
"25820",1,"25820",0.132
"25821",1,"25821",0.681
"25822",0,"25822",0.002
"25823",0,"25823",0.04
"25824",1,"25824",0.215
"25825",0,"25825",0.007
"25826",1,"25826",0.205
"25827",0,"25827",0.023
"25828",0,"25828",0.024
"25829",0,"25829",0.035
"25830",0,"25830",0.016
"25831",1,"25831",0.432
"25832",0,"25832",0.027
"25833",0,"25833",0.006
"25834",0,"25834",0.011
"25835",0,"25835",0.029
"25836",0,"25836",0.026
"25837",1,"25837",0.122
"25838",1,"25838",0.107
"25839",1,"25839",0.359
"25840",1,"25840",0.512
"25841",0,"25841",0.059
"25842",0,"25842",0.019
"25843",1,"25843",0.186
"25844",0,"25844",0.034
"25845",0,"25845",0.043
"25846",0,"25846",0.07
"25847",0,"25847",0.072
"25848",0,"25848",0.037
"25849",0,"25849",0.036
"25850",0,"25850",0.055
"25851",0,"25851",0.016
"25852",1,"25852",0.157
"25853",1,"25853",0.12
"25854",1,"25854",0.185
"25855",1,"25855",0.169
"25856",0,"25856",0.018
"25857",1,"25857",0.257
"25858",0,"25858",0.039
"25859",0,"25859",0.087
"25860",0,"25860",0.059
"25861",0,"25861",0.04
"25862",1,"25862",0.122
"25863",0,"25863",0.072
"25864",1,"25864",0.107
"25865",1,"25865",0.097
"25866",0,"25866",0.014
"25867",0,"25867",0.001
"25868",0,"25868",0.007
"25869",1,"25869",0.182
"25870",0,"25870",0.017
"25871",0,"25871",0.009
"25872",0,"25872",0.004
"25873",0,"25873",0.025
"25874",0,"25874",0.048
"25875",0,"25875",0.038
"25876",0,"25876",0.05
"25877",0,"25877",0.036
"25878",0,"25878",0.029
"25879",1,"25879",0.342
"25880",1,"25880",0.455
"25881",0,"25881",0.014
"25882",0,"25882",0.007
"25883",0,"25883",0.012
"25884",0,"25884",0.001
"25885",0,"25885",0.02
"25886",1,"25886",0.258
"25887",0,"25887",0.025
"25888",0,"25888",0.082
"25889",0,"25889",0.088
"25890",0,"25890",0.049
"25891",0,"25891",0.025
"25892",0,"25892",0.076
"25893",0,"25893",0.013
"25894",0,"25894",0.001
"25895",1,"25895",0.116
"25896",0,"25896",0.008
"25897",0,"25897",0.01
"25898",1,"25898",0.134
"25899",0,"25899",0.013
"25900",1,"25900",0.108
"25901",0,"25901",0.012
"25902",1,"25902",0.101
"25903",0,"25903",0.004
"25904",0,"25904",0.005
"25905",0,"25905",0.012
"25906",0,"25906",0.023
"25907",0,"25907",0.006
"25908",0,"25908",0.018
"25909",1,"25909",0.132
"25910",0,"25910",0.002
"25911",0,"25911",0.001
"25912",0,"25912",0.017
"25913",0,"25913",0.031
"25914",1,"25914",0.165
"25915",0,"25915",0.013
"25916",0,"25916",0.017
"25917",0,"25917",0.021
"25918",0,"25918",0.006
"25919",0,"25919",0.028
"25920",0,"25920",0.028
"25921",0,"25921",0.071
"25922",1,"25922",0.111
"25923",0,"25923",0.023
"25924",0,"25924",0.001
"25925",0,"25925",0.028
"25926",1,"25926",0.125
"25927",0,"25927",0.01
"25928",0,"25928",0.094
"25929",1,"25929",0.121
"25930",0,"25930",0.036
"25931",1,"25931",0.171
"25932",1,"25932",0.347
"25933",0,"25933",0.081
"25934",1,"25934",0.343
"25935",0,"25935",0.019
"25936",0,"25936",0.088
"25937",0,"25937",0.018
"25938",0,"25938",0.008
"25939",0,"25939",0
"25940",0,"25940",0.059
"25941",1,"25941",0.32
"25942",1,"25942",0.191
"25943",0,"25943",0.012
"25944",1,"25944",0.149
"25945",0,"25945",0.008
"25946",1,"25946",0.613
"25947",1,"25947",0.178
"25948",1,"25948",0.178
"25949",1,"25949",0.13
"25950",0,"25950",0.008
"25951",1,"25951",0.638
"25952",1,"25952",0.17
"25953",0,"25953",0.016
"25954",0,"25954",0.017
"25955",0,"25955",0.058
"25956",0,"25956",0.043
"25957",0,"25957",0.005
"25958",0,"25958",0.058
"25959",1,"25959",0.116
"25960",0,"25960",0.078
"25961",0,"25961",0.032
"25962",0,"25962",0.005
"25963",0,"25963",0.041
"25964",0,"25964",0.011
"25965",0,"25965",0.034
"25966",1,"25966",0.104
"25967",1,"25967",0.459
"25968",0,"25968",0.005
"25969",0,"25969",0.047
"25970",0,"25970",0.029
"25971",1,"25971",0.211
"25972",0,"25972",0.03
"25973",0,"25973",0.054
"25974",0,"25974",0.051
"25975",0,"25975",0.022
"25976",0,"25976",0.017
"25977",0,"25977",0.07
"25978",0,"25978",0.019
"25979",0,"25979",0.075
"25980",0,"25980",0.043
"25981",0,"25981",0.003
"25982",1,"25982",0.253
"25983",1,"25983",0.494
"25984",0,"25984",0.002
"25985",1,"25985",0.156
"25986",0,"25986",0.017
"25987",0,"25987",0.047
"25988",1,"25988",0.109
"25989",1,"25989",0.105
"25990",0,"25990",0.014
"25991",1,"25991",0.167
"25992",1,"25992",0.16
"25993",1,"25993",0.165
"25994",0,"25994",0.045
"25995",0,"25995",0.085
"25996",0,"25996",0.063
"25997",0,"25997",0.006
"25998",0,"25998",0.049
"25999",1,"25999",0.456
"26000",0,"26000",0.007
"26001",1,"26001",0.125
"26002",0,"26002",0.008
"26003",0,"26003",0.008
"26004",0,"26004",0.005
"26005",0,"26005",0.024
"26006",1,"26006",0.247
"26007",0,"26007",0.018
"26008",0,"26008",0.029
"26009",0,"26009",0.014
"26010",0,"26010",0.004
"26011",0,"26011",0.018
"26012",0,"26012",0.074
"26013",0,"26013",0.053
"26014",0,"26014",0.007
"26015",1,"26015",0.126
"26016",0,"26016",0.014
"26017",1,"26017",0.126
"26018",0,"26018",0.03
"26019",1,"26019",0.526
"26020",0,"26020",0.038
"26021",1,"26021",0.469
"26022",1,"26022",0.274
"26023",1,"26023",0.098
"26024",0,"26024",0.076
"26025",0,"26025",0.034
"26026",0,"26026",0.003
"26027",1,"26027",0.112
"26028",0,"26028",0.071
"26029",0,"26029",0.004
"26030",1,"26030",0.114
"26031",0,"26031",0.025
"26032",0,"26032",0.036
"26033",1,"26033",0.653
"26034",0,"26034",0.023
"26035",0,"26035",0.005
"26036",0,"26036",0.035
"26037",1,"26037",0.098
"26038",0,"26038",0.008
"26039",0,"26039",0.022
"26040",0,"26040",0.032
"26041",0,"26041",0.081
"26042",0,"26042",0.016
"26043",0,"26043",0.089
"26044",0,"26044",0.084
"26045",0,"26045",0.002
"26046",0,"26046",0.011
"26047",1,"26047",0.157
"26048",1,"26048",0.103
"26049",0,"26049",0.008
"26050",0,"26050",0.039
"26051",0,"26051",0.004
"26052",1,"26052",0.253
"26053",0,"26053",0.074
"26054",0,"26054",0.021
"26055",0,"26055",0.044
"26056",0,"26056",0.03
"26057",0,"26057",0.021
"26058",1,"26058",0.147
"26059",0,"26059",0.005
"26060",1,"26060",0.192
"26061",1,"26061",0.181
"26062",0,"26062",0.006
"26063",1,"26063",0.269
"26064",1,"26064",0.155
"26065",1,"26065",0.348
"26066",1,"26066",0.151
"26067",1,"26067",0.108
"26068",1,"26068",0.425
"26069",1,"26069",0.261
"26070",0,"26070",0.091
"26071",0,"26071",0.023
"26072",0,"26072",0.078
"26073",0,"26073",0.003
"26074",0,"26074",0.036
"26075",0,"26075",0.049
"26076",1,"26076",0.291
"26077",1,"26077",0.175
"26078",0,"26078",0.06
"26079",0,"26079",0.005
"26080",0,"26080",0.031
"26081",1,"26081",0.118
"26082",1,"26082",0.17
"26083",1,"26083",0.347
"26084",0,"26084",0.001
"26085",0,"26085",0.014
"26086",1,"26086",0.141
"26087",0,"26087",0.002
"26088",0,"26088",0.016
"26089",0,"26089",0.074
"26090",1,"26090",0.179
"26091",1,"26091",0.195
"26092",0,"26092",0.046
"26093",0,"26093",0.009
"26094",0,"26094",0.025
"26095",0,"26095",0.032
"26096",0,"26096",0.001
"26097",0,"26097",0.025
"26098",0,"26098",0.006
"26099",0,"26099",0.017
"26100",0,"26100",0.026
"26101",1,"26101",0.151
"26102",1,"26102",0.167
"26103",1,"26103",0.238
"26104",0,"26104",0.062
"26105",1,"26105",0.239
"26106",0,"26106",0
"26107",0,"26107",0.034
"26108",0,"26108",0.037
"26109",0,"26109",0.012
"26110",0,"26110",0.083
"26111",1,"26111",0.183
"26112",1,"26112",0.204
"26113",1,"26113",0.153
"26114",0,"26114",0.037
"26115",1,"26115",0.1
"26116",0,"26116",0.061
"26117",0,"26117",0.032
"26118",0,"26118",0.014
"26119",0,"26119",0.013
"26120",0,"26120",0.046
"26121",0,"26121",0.069
"26122",0,"26122",0.045
"26123",1,"26123",0.146
"26124",0,"26124",0.081
"26125",0,"26125",0.017
"26126",0,"26126",0.037
"26127",1,"26127",0.34
"26128",0,"26128",0.036
"26129",0,"26129",0.061
"26130",0,"26130",0.003
"26131",0,"26131",0.008
"26132",0,"26132",0.008
"26133",0,"26133",0.016
"26134",0,"26134",0.091
"26135",0,"26135",0.016
"26136",0,"26136",0.052
"26137",0,"26137",0.082
"26138",0,"26138",0.024
"26139",1,"26139",0.345
"26140",1,"26140",0.194
"26141",0,"26141",0.027
"26142",0,"26142",0.01
"26143",1,"26143",0.105
"26144",0,"26144",0.089
"26145",0,"26145",0.018
"26146",1,"26146",0.103
"26147",0,"26147",0.019
"26148",0,"26148",0.02
"26149",0,"26149",0.066
"26150",0,"26150",0.01
"26151",1,"26151",0.164
"26152",0,"26152",0.002
"26153",0,"26153",0.012
"26154",0,"26154",0.057
"26155",0,"26155",0.005
"26156",0,"26156",0.047
"26157",0,"26157",0.026
"26158",0,"26158",0.012
"26159",0,"26159",0.005
"26160",0,"26160",0.072
"26161",1,"26161",0.136
"26162",0,"26162",0.004
"26163",0,"26163",0.08
"26164",0,"26164",0.039
"26165",0,"26165",0.011
"26166",1,"26166",0.097
"26167",0,"26167",0.004
"26168",0,"26168",0.018
"26169",0,"26169",0.004
"26170",0,"26170",0.026
"26171",0,"26171",0.003
"26172",0,"26172",0.039
"26173",0,"26173",0.006
"26174",0,"26174",0.014
"26175",1,"26175",0.108
"26176",1,"26176",0.154
"26177",0,"26177",0.088
"26178",0,"26178",0.058
"26179",1,"26179",0.15
"26180",0,"26180",0.009
"26181",0,"26181",0.064
"26182",0,"26182",0.004
"26183",0,"26183",0.059
"26184",0,"26184",0.024
"26185",0,"26185",0.035
"26186",0,"26186",0.024
"26187",0,"26187",0.036
"26188",1,"26188",0.121
"26189",0,"26189",0.004
"26190",0,"26190",0.013
"26191",0,"26191",0.013
"26192",0,"26192",0.026
"26193",0,"26193",0.05
"26194",0,"26194",0.083
"26195",1,"26195",0.097
"26196",0,"26196",0.015
"26197",0,"26197",0.048
"26198",0,"26198",0.006
"26199",0,"26199",0.007
"26200",0,"26200",0.016
"26201",1,"26201",0.214
"26202",1,"26202",0.105
"26203",0,"26203",0.012
"26204",1,"26204",0.138
"26205",0,"26205",0.03
"26206",0,"26206",0.008
"26207",0,"26207",0.011
"26208",0,"26208",0.008
"26209",0,"26209",0.033
"26210",0,"26210",0.004
"26211",0,"26211",0.038
"26212",0,"26212",0.014
"26213",1,"26213",0.157
"26214",0,"26214",0.013
"26215",0,"26215",0.043
"26216",1,"26216",0.105
"26217",0,"26217",0.02
"26218",0,"26218",0.024
"26219",0,"26219",0.076
"26220",0,"26220",0.005
"26221",0,"26221",0.005
"26222",1,"26222",0.143
"26223",1,"26223",0.139
"26224",1,"26224",0.18
"26225",0,"26225",0.019
"26226",0,"26226",0.032
"26227",0,"26227",0.043
"26228",0,"26228",0
"26229",1,"26229",0.184
"26230",1,"26230",0.151
"26231",0,"26231",0.095
"26232",1,"26232",0.141
"26233",0,"26233",0.095
"26234",0,"26234",0.001
"26235",0,"26235",0.001
"26236",0,"26236",0.023
"26237",0,"26237",0.014
"26238",1,"26238",0.302
"26239",1,"26239",0.119
"26240",0,"26240",0.002
"26241",0,"26241",0.017
"26242",0,"26242",0.01
"26243",0,"26243",0.048
"26244",0,"26244",0.001
"26245",0,"26245",0.011
"26246",1,"26246",0.117
"26247",1,"26247",0.175
"26248",0,"26248",0.01
"26249",0,"26249",0.045
"26250",0,"26250",0.076
"26251",0,"26251",0.063
"26252",0,"26252",0.018
"26253",0,"26253",0.033
"26254",0,"26254",0.017
"26255",0,"26255",0.02
"26256",0,"26256",0.032
"26257",1,"26257",0.169
"26258",0,"26258",0.039
"26259",0,"26259",0.029
"26260",1,"26260",0.151
"26261",0,"26261",0.09
"26262",0,"26262",0.066
"26263",0,"26263",0.034
"26264",1,"26264",0.351
"26265",1,"26265",0.495
"26266",0,"26266",0.009
"26267",0,"26267",0.005
"26268",0,"26268",0.016
"26269",1,"26269",0.26
"26270",0,"26270",0.006
"26271",1,"26271",0.334
"26272",1,"26272",0.108
"26273",0,"26273",0.001
"26274",1,"26274",0.195
"26275",0,"26275",0.027
"26276",1,"26276",0.103
"26277",1,"26277",0.307
"26278",0,"26278",0.014
"26279",0,"26279",0.017
"26280",0,"26280",0.003
"26281",0,"26281",0.082
"26282",0,"26282",0.048
"26283",0,"26283",0.006
"26284",0,"26284",0.01
"26285",1,"26285",0.45
"26286",1,"26286",0.142
"26287",0,"26287",0.031
"26288",0,"26288",0.011
"26289",0,"26289",0.075
"26290",0,"26290",0.063
"26291",0,"26291",0
"26292",0,"26292",0.031
"26293",0,"26293",0.001
"26294",0,"26294",0.012
"26295",1,"26295",0.193
"26296",0,"26296",0.006
"26297",0,"26297",0.036
"26298",0,"26298",0.009
"26299",0,"26299",0.001
"26300",0,"26300",0.023
"26301",0,"26301",0.067
"26302",0,"26302",0.005
"26303",0,"26303",0.007
"26304",0,"26304",0.001
"26305",0,"26305",0.08
"26306",1,"26306",0.123
"26307",0,"26307",0.026
"26308",1,"26308",0.163
"26309",1,"26309",0.512
"26310",0,"26310",0.089
"26311",0,"26311",0.021
"26312",1,"26312",0.513
"26313",0,"26313",0.089
"26314",0,"26314",0.064
"26315",0,"26315",0.013
"26316",0,"26316",0.014
"26317",0,"26317",0.048
"26318",0,"26318",0.007
"26319",0,"26319",0.04
"26320",0,"26320",0.021
"26321",0,"26321",0.006
"26322",0,"26322",0.041
"26323",0,"26323",0.011
"26324",0,"26324",0.032
"26325",1,"26325",0.644
"26326",0,"26326",0.036
"26327",0,"26327",0.001
"26328",1,"26328",0.5
"26329",0,"26329",0.015
"26330",0,"26330",0.027
"26331",0,"26331",0.089
"26332",0,"26332",0.034
"26333",0,"26333",0.009
"26334",1,"26334",0.461
"26335",0,"26335",0.028
"26336",0,"26336",0.03
"26337",1,"26337",0.888
"26338",0,"26338",0.049
"26339",0,"26339",0.07
"26340",0,"26340",0.022
"26341",0,"26341",0.077
"26342",0,"26342",0.005
"26343",0,"26343",0.096
"26344",0,"26344",0.052
"26345",1,"26345",0.369
"26346",0,"26346",0.003
"26347",0,"26347",0.009
"26348",1,"26348",0.176
"26349",0,"26349",0.027
"26350",0,"26350",0.049
"26351",1,"26351",0.473
"26352",1,"26352",0.325
"26353",0,"26353",0.012
"26354",0,"26354",0.087
"26355",0,"26355",0.018
"26356",0,"26356",0.002
"26357",0,"26357",0.035
"26358",0,"26358",0.095
"26359",0,"26359",0.018
"26360",0,"26360",0.001
"26361",1,"26361",0.245
"26362",0,"26362",0.021
"26363",0,"26363",0.046
"26364",0,"26364",0.088
"26365",0,"26365",0.024
"26366",0,"26366",0.005
"26367",0,"26367",0.015
"26368",1,"26368",0.118
"26369",0,"26369",0.032
"26370",0,"26370",0.076
"26371",0,"26371",0.051
"26372",0,"26372",0.018
"26373",0,"26373",0.007
"26374",0,"26374",0.056
"26375",0,"26375",0
"26376",0,"26376",0.009
"26377",0,"26377",0.064
"26378",1,"26378",0.219
"26379",0,"26379",0.008
"26380",1,"26380",0.143
"26381",1,"26381",0.269
"26382",0,"26382",0.006
"26383",0,"26383",0.009
"26384",0,"26384",0.092
"26385",1,"26385",0.246
"26386",1,"26386",0.357
"26387",0,"26387",0.006
"26388",1,"26388",0.232
"26389",0,"26389",0.022
"26390",0,"26390",0.005
"26391",0,"26391",0.071
"26392",1,"26392",0.229
"26393",1,"26393",0.18
"26394",0,"26394",0.084
"26395",1,"26395",0.334
"26396",1,"26396",0.163
"26397",0,"26397",0.001
"26398",0,"26398",0.016
"26399",0,"26399",0.038
"26400",0,"26400",0.093
"26401",1,"26401",0.217
"26402",0,"26402",0.019
"26403",1,"26403",0.127
"26404",1,"26404",0.121
"26405",0,"26405",0.028
"26406",0,"26406",0.01
"26407",1,"26407",0.137
"26408",0,"26408",0.046
"26409",1,"26409",0.135
"26410",0,"26410",0.01
"26411",0,"26411",0.014
"26412",0,"26412",0.028
"26413",1,"26413",0.349
"26414",0,"26414",0.043
"26415",0,"26415",0.057
"26416",0,"26416",0.071
"26417",0,"26417",0.005
"26418",0,"26418",0.001
"26419",0,"26419",0.011
"26420",0,"26420",0.047
"26421",0,"26421",0.039
"26422",0,"26422",0.057
"26423",0,"26423",0.022
"26424",0,"26424",0.025
"26425",0,"26425",0.019
"26426",0,"26426",0.007
"26427",1,"26427",0.222
"26428",1,"26428",0.168
"26429",0,"26429",0.045
"26430",0,"26430",0.095
"26431",1,"26431",0.136
"26432",0,"26432",0.008
"26433",0,"26433",0
"26434",0,"26434",0.083
"26435",0,"26435",0.001
"26436",0,"26436",0.033
"26437",1,"26437",0.148
"26438",0,"26438",0.041
"26439",0,"26439",0.024
"26440",1,"26440",0.267
"26441",0,"26441",0.012
"26442",0,"26442",0.065
"26443",0,"26443",0.023
"26444",1,"26444",0.458
"26445",0,"26445",0.025
"26446",0,"26446",0.015
"26447",1,"26447",0.313
"26448",0,"26448",0.008
"26449",0,"26449",0.006
"26450",0,"26450",0.096
"26451",0,"26451",0.058
"26452",0,"26452",0.016
"26453",1,"26453",0.139
"26454",1,"26454",0.149
"26455",0,"26455",0.037
"26456",0,"26456",0.061
"26457",1,"26457",0.177
"26458",1,"26458",0.12
"26459",0,"26459",0.019
"26460",0,"26460",0.08
"26461",1,"26461",0.441
"26462",1,"26462",0.108
"26463",1,"26463",0.375
"26464",0,"26464",0.019
"26465",0,"26465",0.013
"26466",0,"26466",0.019
"26467",0,"26467",0.064
"26468",1,"26468",0.108
"26469",0,"26469",0.018
"26470",1,"26470",0.384
"26471",0,"26471",0.038
"26472",0,"26472",0.001
"26473",1,"26473",0.119
"26474",1,"26474",0.291
"26475",1,"26475",0.175
"26476",1,"26476",0.285
"26477",0,"26477",0.01
"26478",0,"26478",0.041
"26479",0,"26479",0.035
"26480",0,"26480",0.056
"26481",1,"26481",0.1
"26482",1,"26482",0.13
"26483",0,"26483",0.015
"26484",0,"26484",0.009
"26485",0,"26485",0.031
"26486",1,"26486",0.132
"26487",0,"26487",0.013
"26488",1,"26488",0.109
"26489",0,"26489",0.004
"26490",1,"26490",0.115
"26491",0,"26491",0.05
"26492",1,"26492",0.395
"26493",1,"26493",0.106
"26494",0,"26494",0.006
"26495",1,"26495",0.153
"26496",0,"26496",0.03
"26497",0,"26497",0.019
"26498",0,"26498",0.035
"26499",0,"26499",0.028
"26500",0,"26500",0.042
"26501",1,"26501",0.193
"26502",0,"26502",0.025
"26503",0,"26503",0.063
"26504",1,"26504",0.219
"26505",0,"26505",0.068
"26506",1,"26506",0.324
"26507",0,"26507",0.029
"26508",0,"26508",0.071
"26509",0,"26509",0.011
"26510",0,"26510",0.023
"26511",0,"26511",0.019
